Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
THE PRESIDENT'S SPEECH; Energy for the Economy: [Op-Ed],"Modeled on the president's health care summit meeting last February, this conversation would play out in public televised events attended by the president or his cabinet, along with politicians, experts, scientists and American workers, in places ranging from the White House to coal country, from the grounds of a potential site for a new nuclear reactor to the boiler room of a primary school looking to cut emissions and energy bills.",846813153,Newspapers,"Revkin, Andrew C", NYTIAO,," Copyright New York Times Company Jan 23, 2011", Commentary," Jan 23, 2011",0362-4331, English, English, WK.12," New York, N.Y.","Jan 23, 2011",New York Times,2011,https://search.proquest.com/docview/846813153?accountid=14902, WK.12," Gasoline taxes , Economic recovery , State of the Union Address , Energy policy , United States--US , Obama, Barack",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=THE+PRESIDENT%27S+SPEECH%3B+Energy+for+the+Economy%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2011-01-23&amp;volume=&amp;issue=&amp;spage=WK.12&amp;au=Revkin%2C+Andrew+C&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Obama Asks For Review Of Rules Stifling Jobs: [Business/Financial Desk],,843307015,Newspapers,"Calmes, Jackie", NYTIAO,," Copyright New York Times Company Jan 19, 2011", News," Jan 19, 2011",0362-4331, English, English, B.1," New York, N.Y.","Jan 19, 2011",New York Times,2011,https://search.proquest.com/docview/843307015?accountid=14902, B.1," Federal regulation , Job creation , Business government relations , United States--US , Obama, Barack",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Obama+Asks+For+Review+Of+Rules+Stifling+Jobs%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2011-01-19&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Calmes%2C+Jackie&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
A Host of Benefits From Natural Gas: [Business/Financial Desk],[...] gas offers one of the quickest and most cost-effective ways of cutting greenhouse gas emissions. [...] new lawmakers ought to back Senator Harry Reid's plans to promote natural gas-powered heavy-duty vehicles.,840335844,Newspapers,"Swann, Christopher", NYTIAO," Congress
921120"," Copyright New York Times Company Jan 17, 2011", Commentary," Jan 17, 2011",0362-4331, English, English, B.2," New York, N.Y.","Jan 17, 2011",New York Times,2011,https://search.proquest.com/docview/840335844?accountid=14902, B.2," Energy policy , Coal industry , Lobbying , Natural gas vehicles , Greenhouse gases , Natural gas reserves , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=A+Host+of+Benefits+From+Natural+Gas%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2011-01-17&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Swann%2C+Christopher&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
The Environment: Recession Special: Cleaner Air: [Week in Review Desk],"According to the Energy Department, carbon dioxide emissions peaked in this country in 2005 and will not reach that level again until the early 2020s.",840287340,Newspapers,"Wald, Matthew L", NYTIAO,," Copyright New York Times Company Jan 16, 2011", News," Jan 16, 2011",0362-4331, English, English, WK.2," New York, N.Y.","Jan 16, 2011",New York Times,2011,https://search.proquest.com/docview/840287340?accountid=14902, WK.2," Natural gas , Electric utilities , Economic conditions , Gases , Electricity distribution , Emissions , Recessions , Climate change , Outdoor air quality , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+Environment%3A+Recession+Special%3A+Cleaner+Air%3A+%5BWeek+in+Review+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2011-01-16&amp;volume=&amp;issue=&amp;spage=WK.2&amp;au=Wald%2C+Matthew+L&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Charges Dropped Against British Protesters: [Foreign Desk],"The paper said he had become a popular figure at almost every environmental protest in Britain, renowned for two things that were uncommon in those circles -- providing transport for protesters, including a heavy truck for the coal station protest, and having generous amounts of money, which the paper said earned him the nickname ""Flash Stone.""",829227722,Newspapers,"Burns, John F", NYTIAO," Guardian
511110"," Copyright New York Times Company Jan 11, 2011", News," Jan 11, 2011",0362-4331, English, English, A.8," New York, N.Y.","Jan 11, 2011",New York Times,2011,https://search.proquest.com/docview/829227722?accountid=14902, A.8," Trials , Activists , Coal-fired power plants , Covert operations , Demonstrations & protests -- United Kingdom--UK , United Kingdom--UK , Kennedy, Mark",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Charges+Dropped+Against+British+Protesters%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2011-01-11&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Burns%2C+John+F&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
At Least Some Politicians Get It: [Editorial],"Massachusetts will also benefit from its participation in the Regional Greenhouse Gas Initiative, a 2008 agreement among 10 Eastern states, including New York, to reduce carbon dioxide emissions from power plants.",822889498,Newspapers,, NYTIAO,," Copyright New York Times Company Jan 10, 2011", Editorial," Jan 10, 2011",0362-4331, English, English, A.20," New York, N.Y.","Jan 10, 2011",New York Times,2011,https://search.proquest.com/docview/822889498?accountid=14902, A.20," Environmental policy , Industrial plant emissions , Emissions control , Emissions trading , Climate change , Editorials -- Emissions control , New York City New York , Massachusetts , California , Obama, Barack",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=At+Least+Some+Politicians+Get+It%3A+%5BEditorial%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2011-01-10&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Carbon Dioxide, the Bane of Environmentalists, Is in Demand in the Oil Industry: [National Desk]","Last month, Texas air-quality regulators approved crucial permits for two coal-fired power plants that will capture their carbon dioxide emissions and sell them for use in nearby oil fields.",822714500,Newspapers,"Galbraith, Kate", NYTIAO,," Copyright New York Times Company Jan 7, 2011", NEWSPAPER," Jan 7, 2011",0362-4331, English, English, A.17A," New York, N.Y.","Jan 7, 2011",New York Times,2011,https://search.proquest.com/docview/822714500?accountid=14902, A.17A," Coal-fired power plants , Natural gas , Industrial plant emissions",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Carbon+Dioxide%2C+the+Bane+of+Environmentalists%2C+Is+in+Demand+in+the+Oil+Industry%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2011-01-07&amp;volume=&amp;issue=&amp;spage=A.17A&amp;au=Galbraith%2C+Kate&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Climate Change: Science and Skeptics: [Letter],,821257438,Newspapers,, NYTIAO,," Copyright New York Times Company Dec 28, 2010", Letter," Dec 28, 2010",0362-4331, English, English, A.22," New York, N.Y.","Dec 28, 2010",New York Times,2010,https://search.proquest.com/docview/821257438?accountid=14902, A.22,,,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Climate+Change%3A+Science+and+Skeptics%3A+%5BLetter%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-12-28&amp;volume=&amp;issue=&amp;spage=A.22&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
A Coming Assault on the E.P.A.: [Editorial],"On her plate is: a proposed rule reducing pollutants like sulfur dioxide, the acid rain gas, from power plants east of the Mississippi River; a first-of-its-kind rule limiting toxic pollutants like mercury, which the agency has been ducking for years; and, most problematic, proposals imposing new ""performance standards"" on power plants to limit greenhouse gases.",821098738,Newspapers,, NYTIAO," Environmental Protection Agency--EPA
924110 , Republican Party
813940"," Copyright New York Times Company Dec 25, 2010", Editorial," Dec 25, 2010",0362-4331, English, English, A.28," New York, N.Y.","Dec 25, 2010",New York Times,2010,https://search.proquest.com/docview/821098738?accountid=14902, A.28," Natural gas prices , Environmental law , Environmental regulations , Politics , Environmental policy , Business government relations , Editorials -- Environmental Protection Agency , United States--US , Obama, Barack , Jackson, Lisa",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=A+Coming+Assault+on+the+E.P.A.%3A+%5BEditorial%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-12-25&amp;volume=&amp;issue=&amp;spage=A.28&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
E.P.A. Moving on Greenhouse Gases: [National Desk],"Coal-fired power plants already face a cascade of new regulations scheduled to take effect in coming months covering their emissions of sulfur dioxide and nitrogen oxides, mercury and other pollutants.",820947820,Newspapers,"Wald, Matthew L", NYTIAO, Environmental Protection Agency--EPA," Copyright New York Times Company Dec 24, 2010", News," Dec 24, 2010",0362-4331, English, English, A.16," New York, N.Y.","Dec 24, 2010",New York Times,2010,https://search.proquest.com/docview/820947820?accountid=14902, A.16," Petroleum refineries , Coal-fired power plants , Emissions control , Industrial plant emissions , Greenhouse gases",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=E.P.A.+Moving+on+Greenhouse+Gases%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-12-24&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=Wald%2C+Matthew+L&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
E.P.A. Challenges Texas Over Rules on Emissions: [National Desk],"In theory it could be one of the most far-reaching environmental regulatory programs in American history. Since a bill to address global warming and climate change has no future in the next Congress, the Obama administration is betting on invoking the Clean Air Act to reduce emissions that contribute to global warming.",820723045,Newspapers,"McKINLEY, JAMES C, Jr", NYTIAO, Environmental Protection Agency--EPA," Copyright New York Times Company Dec 23, 2010", News," Dec 23, 2010",0362-4331, English, English, A.20," New York, N.Y.","Dec 23, 2010",New York Times,2010,https://search.proquest.com/docview/820723045?accountid=14902, A.20," Environmental protection , Coal-fired power plants , Public officials , Industrial plant emissions , Permits , Emission standards , Texas",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=E.P.A.+Challenges+Texas+Over+Rules+on+Emissions%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-12-23&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=McKINLEY%2C+JAMES+C%2C+Jr&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"A Scientist, His Work and a Climate Reckoning: [National Desk]","Fossil fuel emissions, they say, are like a runaway train, hurtling the world's citizens toward a stone wall -- a carbon dioxide level that, over time, will cause profound changes. The risks include melting ice sheets, rising seas, more droughts and heat waves, more flash floods, worse storms, extinction of many plants and animals, depletion of sea life and -- perhaps most important -- difficulty in producing an adequate supply of food.",819574135,Newspapers,"Gillis, Justin", NYTIAO,," Copyright New York Times Company Dec 22, 2010", Feature," Dec 22, 2010",0362-4331, English, English, A.1," New York, N.Y.","Dec 22, 2010",New York Times,2010,https://search.proquest.com/docview/819574135?accountid=14902, A.1," Series & special reports , Scientists , Observatories , Carbon dioxide , Climate change , Mauna Loa , Keeling, Charles",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=A+Scientist%2C+His+Work+and+a+Climate+Reckoning%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-12-22&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Gillis%2C+Justin&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"With Peels and Pig Innards, a Swedish City Forgoes Coal and Oil: [Foreign Desk]","Last month, two California utilities, Southern California Gas and San Diego Gas &amp; Electric, filed for permission with the state's Public Utilities Commission to build plants in California to turn organic waste from farms and gas from water treatment plants into biogas that would feed into the state's natural-gas pipelines after purification. [...] unlike natural gas, which is pumped from deep underground, biogas counts as a renewable energy source: it is made from biological waste that in many cases would otherwise decompose in farm fields or landfills and yield no benefit at all, releasing heat-trapping methane into the atmosphere and contributing to global warming.",817053554,Newspapers,"Rosenthal, Elisabeth", NYTIAO,," Copyright New York Times Company Dec 11, 2010", News," Dec 11, 2010",0362-4331, English, English, A.1," New York, N.Y.","Dec 11, 2010",New York Times,2010,https://search.proquest.com/docview/817053554?accountid=14902, A.1," Energy policy , Fossil fuels , Energy industry , Renewable resources , Biomass , Kristianstad Sweden",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=With+Peels+and+Pig+Innards%2C+a+Swedish+City+Forgoes+Coal+and+Oil%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-12-11&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Rosenthal%2C+Elisabeth&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Chinese Tycoon Focuses On Green Construction: [Business/Financial Desk],"When a Chinese vice minister and the Hong Kong secretary of the environment spoke enthusiastically at a conference in Hong Kong about their energy efficiency efforts, Mr. Zhang interrupted and disagreed in a sharp tone that Chinese entrepreneurs seldom take with government officials. Absorption chillers are particularly popular in China because many factories already have diesel generators and diesel fuel storage tanks.",816363230,Newspapers,"Bradsher, Keith", NYTIAO,," Copyright New York Times Company Dec 8, 2010", News," Dec 8, 2010",0362-4331, English, English, B.3," New York, N.Y.","Dec 8, 2010",New York Times,2010,https://search.proquest.com/docview/816363230?accountid=14902, B.3," Electric utilities , Energy efficiency , Environmental policy , Diesel fuels , Electric rates , Developers , Sustainable development , Green buildings , China , Zhang Yue",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Chinese+Tycoon+Focuses+On+Green+Construction%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-12-08&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Bradsher%2C+Keith&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Justices to Rule on States' Emissions Case: [National Desk],"The suit, brought in 2004, argued that the utilities were creating a public nuisance by burning coal and spewing heat-trapping carbon dioxide into the atmosphere, contributing to the problem of global warming.",816170041,Newspapers,"Kaufman, Leslie", NYTIAO," Supreme Court-US
922110"," Copyright New York Times Company Dec 7, 2010", News," Dec 7, 2010",0362-4331, English, English, A.18," New York, N.Y.","Dec 7, 2010",New York Times,2010,https://search.proquest.com/docview/816170041?accountid=14902, A.18," Coal-fired power plants , Court hearings & proceedings , States , Emissions control , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Justices+to+Rule+on+States%27+Emissions+Case%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-12-07&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Kaufman%2C+Leslie&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Massey Energy's Chief Is Quitting, Renewing Talk of a Takeover: [Business/Financial Desk]","The explosion, at the Upper Big Branch mine, was the nation's worst coal mining accident in 40 years. [...] the company has been hit by civil and criminal investigations and damage suits, and regulators have stepped up investigations of several more company mines for possible safety infractions.",815847434,Newspapers,"Krauss, Clifford", NYTIAO," Massey Energy Co
212112"," Copyright New York Times Company Dec 4, 2010", News," Dec 4, 2010",0362-4331, English, English, B.7," New York, N.Y.","Dec 4, 2010",New York Times,2010,https://search.proquest.com/docview/815847434?accountid=14902, B.7," Coal industry , Fatalities , Mining accidents & safety , Resignations , Chief executive officers , Acquisitions & mergers , Federal regulation , Blankenship, Donald",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Massey+Energy%27s+Chief+Is+Quitting%2C+Renewing+Talk+of+a+Takeover%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-12-04&amp;volume=&amp;issue=&amp;spage=B.7&amp;au=Krauss%2C+Clifford&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Breaking Away From Coal: [Business/Financial Desk],"Since burning gas emits a fraction of the greenhouse gas of coal, environmentalists tend to favor the switch, although some worry that more gas drilling could pollute groundwater because of the chemicals used in breaking up shale rock.",814756931,Newspapers,"Krauss, Clifford", NYTIAO,," Copyright New York Times Company Nov 30, 2010", News," Nov 30, 2010",0362-4331, English, English, B.1," New York, N.Y.","Nov 30, 2010",New York Times,2010,https://search.proquest.com/docview/814756931?accountid=14902, B.1," Natural gas , Environmental policy , Coal-fired power plants , Pollution , Generators , Industrial plant emissions , Natural gas prices , Electric utilities , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Breaking+Away+From+Coal%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-11-30&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Krauss%2C+Clifford&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Inside The Times: [Summary],"PAGE A26 COMPANY ADMITS FRAUD A heavy construction company that has been involved in some of New York's biggest infrastructure projects admitted that it had defrauded government programs for five years, and agreed to forfeit $20 million for crimes it committed while performing $691 million in public contracts.",814756756,Newspapers,, NYTIAO,," Copyright New York Times Company Nov 30, 2010", Summary," Nov 30, 2010",0362-4331, English, English, A.2," New York, N.Y.","Nov 30, 2010",New York Times,2010,https://search.proquest.com/docview/814756756?accountid=14902, A.2," State laws , Gases , College football , Heavy construction , Climate change",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Inside+The+Times%3A+%5BSummary%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-11-30&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
States Diverting Money From Climate Initiative: [Metropolitan Desk],"At the national level, efforts by Democratic leaders and the Obama administration to include a cap-and-trade scheme as part of a national energy policy were contested in Congress, with opponents branding it ""cap-and-tax"" and Tea Party followers singling it out as a symbol of what was wrong with Washington.",814454798,Newspapers,"Navarro, Mireya", NYTIAO,," Copyright New York Times Company Nov 29, 2010", News," Nov 29, 2010",0362-4331, English, English, A.22," New York, N.Y.","Nov 29, 2010",New York Times,2010,https://search.proquest.com/docview/814454798?accountid=14902, A.22," Environmental protection , Energy policy , Greenhouse gases , State budgets , Renewable resources , Energy efficiency , Appropriations , New York , New Jersey , New Hampshire",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=States+Diverting+Money+From+Climate+Initiative%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-11-29&amp;volume=&amp;issue=&amp;spage=A.22&amp;au=Navarro%2C+Mireya&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"To Fight Climate Change, Clear the Air: [Op-Ed]","With relatively minor changes -- for example, replacing old gas pipelines, better managing the water used in rice cultivation (so that less of the rice rots) and collecting the methane emitted by landfills -- it would be possible to lower methane emissions by 40 percent. Since saved methane is a valuable fuel, some of this effort could pay for itself.",814406867,Newspapers,VEERABHADRAN RAMANATHAN and DAVID G. VICTOR, NYTIAO," United Nations--UN
928120"," Copyright New York Times Company Nov 28, 2010", Commentary," Nov 28, 2010",0362-4331, English, English, WK.9," New York, N.Y.","Nov 28, 2010",New York Times,2010,https://search.proquest.com/docview/814406867?accountid=14902, WK.9," Summit conferences , Pollution control , Methane , Hydrocarbons , Ozone , Air pollution , Climate change , us , Cancun Mexico",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=To+Fight+Climate+Change%2C+Clear+the+Air%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-11-28&amp;volume=&amp;issue=&amp;spage=WK.9&amp;au=VEERABHADRAN+RAMANATHAN+and+DAVID+G.+VICTOR&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"On Global Warming, Start Small: [Op-Ed]","[...] with a strong renewable energy industry at home and a climate agreement with China in hand, the United States would be in a good position to re-engage with the broader international community to negotiate a global cap on greenhouse gas emissions. [...] given such a sturdy foundation, any agreement coming out of those talks would have a good chance of ratification by Congress.\n",814406670,Newspapers,"Usher, Bruce", NYTIAO,," Copyright New York Times Company Nov 28, 2010", Commentary," Nov 28, 2010",0362-4331, English, English, WK.9," New York, N.Y.","Nov 28, 2010",New York Times,2010,https://search.proquest.com/docview/814406670?accountid=14902, WK.9," Emissions , Alternative energy sources , Energy policy , Global warming , Summit conferences , Clean technology , Climate change , Cancun Mexico , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=On+Global+Warming%2C+Start+Small%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-11-28&amp;volume=&amp;issue=&amp;spage=WK.9&amp;au=Usher%2C+Bruce&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Energy and the Lame Duck: [Editorial],"Like the House version, a Senate bill would require the oil industry to adopt new safety measures on deep-water rigs and would also upgrade training of rig workers and government inspectors.",807714253,Newspapers,, NYTIAO," Democratic Party
813940 , Republican Party
813940 , Congress
921120"," Copyright New York Times Company Nov 23, 2010", Editorial," Nov 23, 2010",0362-4331, English, English, A.32," New York, N.Y.","Nov 23, 2010",New York Times,2010,https://search.proquest.com/docview/807714253?accountid=14902, A.32," Energy policy , Alternative energy sources , Energy resources , Political leadership , Emissions control , Editorials -- Energy policy , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Energy+and+the+Lame+Duck%3A+%5BEditorial%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-11-23&amp;volume=&amp;issue=&amp;spage=A.32&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
